number,content,sentiment,sentiment_score,stance,stance_score
1328,荒木戻るなら満田はないな 須藤とか船橋はどうするんだろう出場機会かなり少ないと思うけど,neutral (0.706),0.706,強く反対 (0.249),0.249
1329,レオセアラチャヴリッチ鈴木優磨荒木遼太郎 超強力4人FWまもなく,neutral (0.804),0.804,強く反対 (0.233),0.233
1330,荒木は復帰すれば応援はするけどあんまり期待はしてない,neutral (0.681),0.681,強く反対 (0.235),0.235
1331,荒木は復帰したら何番背負うんだ また瓦斯時代のコーチ陣みたいな番号なのかな,neutral (0.728),0.728,強く賛成 (0.241),0.241
1332,また優磨荒木の共存を模索して3試合くらい無駄にするのかな(2年ぶり3回目),neutral (0.818),0.818,強く反対 (0.230),0.23
1333,鈴木と荒木の共存は簡単だよ どっちかをボランチにすればいいだけ 守備は知念がいるから大丈夫 タイプ的には鈴木の方がボランチっぽいんだよな チャッキーレオの2トップ荒木トップ下鈴木ボランチの352 これで優勝できます,neutral (0.771),0.771,強く反対 (0.226),0.226
1334,荒木は干したわけじゃなくてフィットさせる事が出来なかっただけでしょ 岩政は使いたがってたしそれなりにチャンスは与えてた 荒木のやる気も無かった感じあったよね,neutral (0.718),0.718,強く賛成 (0.237),0.237
1335,荒木あと一年みたかったから良かった,neutral (0.804),0.804,中立 (0.240),0.24
1336,荒木は肩クリアをハンド取られてレッドになったのが無ければな,neutral (0.752),0.752,中立 (0.217),0.217
1337,ヘルニアに肩ハンドに荒木逆風吹きすぎ 最強時代の川崎のプレスを1人で無効化してた天才だったのに,neutral (0.813),0.813,中立 (0.228),0.228
1338,岩政の戦術と荒木のプレースタイルのお互いの未熟さがマリアージュして シンプルに監督と選手の相性が良くなかった感じじゃないかな,neutral (0.756),0.756,強く反対 (0.230),0.23
1339,俺は荒木にまだまだ期待してるし天才だと思ってる 松村だってヌルヌルドリブル見ちゃったから諦められない 来季こそ鹿島で花開いて欲しい,neutral (0.701),0.701,強く反対 (0.253),0.253
1340,荒木は最終ライン固められるとロストマシンかバックパスマシン化 松村はサイドポケット近くまで入り込んでからのアイデアとクロスの正確性がない というレンタル前のイメージからレンタル先で具体的に何がどう良くなってるの,neutral (0.771),0.771,強く賛成 (0.239),0.239
1341,荒木はそもそももともとスペック高いから使い方次第だと思ってる ただ荒木が活きる戦術を監督が取るかどうかは分からんし活躍されたら即海外だけど 松村はドリブルシュートといいもの持ってるからそこ磨いてクロスとディフェンス出来るようになれば活躍出来ると思ってる,neutral (0.714),0.714,強く反対 (0.238),0.238
1342,荒木は間違いなく才能ある 松村は藤井が上位互換すぎてサッカーIQ磨かないとどうにも宝の持ち腐れ,neutral (0.812),0.812,強く反対 (0.216),0.216
1343,攻撃陣はレオセアラチャブリッチ優磨荒木とJ屈指やん これで勝てなかったら鬼木さんに疑問符が付くわ,neutral (0.789),0.789,強く反対 (0.253),0.253
1344,まるでレオセアラも荒木も確定したみたい フラグにならない大丈夫 newsyahoocojparticlesf9ff0e459ee2b771f8390b3b19908ec30deb1e00,neutral (0.855),0.855,強く反対 (0.237),0.237
1345,少なくてもレオセアラは大手メディア複数が決定的と報じてるがな どんだけ心配性なの,neutral (0.757),0.757,強く反対 (0.236),0.236
1346,今季J1・21ゴールをマークしているレオ・セアラがセレッソ大阪から赴くことはすでに内定FC東京にレンタル移籍した荒木遼太郎の復帰も本決まりになりつつあるという FC東京にレンタル移籍した荒木遼太郎の復帰も本決まりになりつつあるという 荒木鹿島復帰らしいぞ,neutral (0.746),0.746,強く反対 (0.233),0.233
1347,タロウダメだったか,neutral (0.851),0.851,強く反対 (0.230),0.23
1348,荒木は能力高いけどプレースタイル的に替えが利かないからな いない方がチーム作りを固めやすかったりしそう,neutral (0.773),0.773,強く反対 (0.230),0.23
1349,荒木どうせすぐ海外行くから 無駄金出さずにすんだと言える,neutral (0.732),0.732,中立 (0.225),0.225
1350,鬼木や松橋のサッカーなら荒木はキーマンになれるタイプだろ そら優勝経験ある名将のもとでやりたいわな,neutral (0.829),0.829,強く反対 (0.212),0.212
1351,タロウの調子次第のチームにならなくて良かったじゃん ただ鈴木優磨とタロウの共存は難しい気がするけど でも正式に決まったら1年間ありがとうって送り出してあげたいね,neutral (0.848),0.848,強く反対 (0.224),0.224
1352,荒木帰るなら龍之介を辛抱強く使ってくれないかな松橋監督,neutral (0.780),0.78,強く反対 (0.229),0.229
1353,サウジアラビアのアル・ナスルに所属するポルトガル代表FWクリスティアーノ・ロナウド(39)は来季から新たなリーグに挑戦する可能性があるようだスペインマルカが報じている C・ロナウドとアル・ナスルとの契約は残り半年同選手は1月から他クラブとの交渉が可能となる状況だ マルカがコンタクトを取ったC・ロナウドの関係者曰く同選手はまだ引退を考えておらずそして違うリーグでプレーすることも視野に入れているという 同メディアによればアル・ナスル以前に所属していた全クラブでリーグ優勝を果たしてきたC・ロナウドはサウジアラビアリーグで悲願の初優勝を果たすために中東に残る意欲があるものの魅力的かつソリッドなベースがあるプロジェクトを提示するクラブがある場合には違う国に渡る考えもあるようだ もしかしたらJリーグ入りもと考えてしまう報道だが果たしてC・ロナウドは来季どこでプレーしているのだろうかなおC・ロナウドがアル・ナスルで受け取ってきた年俸は2億ユーロ(約330億円)とされている C・ロナウドはこれまでにスポルティングCPマンチェスター・ユナイテッドレアル・マドリーユヴェントスに在籍プロキャリア通算で917得点を記録している,neutral (0.746),0.746,強く反対 (0.231),0.231
1354,日本に来ないかな,neutral (0.796),0.796,中立 (0.227),0.227
1355,330 億円の宣伝価値はあったのかな,neutral (0.762),0.762,強く賛成 (0.228),0.228
1356,狙い通りスター選手は来まくったしワールドカップ招致出来たからサウジの大勝利,neutral (0.749),0.749,強く反対 (0.228),0.228
1357,多分10100倍くらいの経済効果あった,neutral (0.704),0.704,強く反対 (0.235),0.235
1358,広島で相棒のパシエンシアが待ってるぞ,neutral (0.774),0.774,強く反対 (0.245),0.245
1359,ヨーロッパから居なくなると一気に空気になるな,neutral (0.716),0.716,強く反対 (0.229),0.229
1360,サウジ行きなんて実質引退だからなあ,neutral (0.781),0.781,中立 (0.238),0.238
1361,アメリカへ行くんだ,neutral (0.708),0.708,中立 (0.231),0.231
1362,サウジで得点王だし まだまだやれる,neutral (0.721),0.721,強く反対 (0.232),0.232
1363,ベンゼマもネイマールもやる気無くしてサボってばかりいるのにクリロナは偉いわ,neutral (0.746),0.746,強く反対 (0.217),0.217
1364,ベンゼマとロナウド同じ得点数だし機械採点はベンゼマのが上だぞ チームの順位もベンゼマ1位ロナウド4位,neutral (0.756),0.756,強く反対 (0.236),0.236
1365,普通に契約更新するでしょ 願わくばメッシのチームに行ってほしいけど 1年でもチームメイトとして一緒にプレイしてるの見たい,neutral (0.773),0.773,強く反対 (0.235),0.235
1366,もしそれあったら世の中に激震が走るなw,neutral (0.773),0.773,強く反対 (0.245),0.245
1367,300億円出せる国ってどこや サウジアラビアカタールそれ以外ないやん,neutral (0.783),0.783,強く反対 (0.228),0.228
1368,本人は本戦に出ないだろうがワードカップやるアメリカは盛り上げるために招聘するんじゃネ サッカーが根付かないアメリカで派手なプレーして関心を集め今度こそアメリカにプロリーグを定着させる役割なら選手としてのラスト飾るミッションとなり得る,neutral (0.748),0.748,強く賛成 (0.244),0.244
1369,MLS行ってメッシと最終決戦とか面白そうだよなー 相方にベンゼマ呼んでさ,neutral (0.773),0.773,中立 (0.231),0.231
1370,残り1年自国民のためにポルトガルでやって最後のワールドカップ出て41歳で引退でいいんじゃないの完璧だよ,neutral (0.738),0.738,強く賛成 (0.226),0.226
1371,母国ポルトガルに戻るか アメリカのどっちかじゃね,neutral (0.710),0.71,強く反対 (0.230),0.23
1372,クリロナで300億円なんだから1試合1000億円でサウジからオファー貰ってる井上尚弥は本当に異次元だな 史上最強ボクサーはとっくに確定してるけど史上最高のアスリートにもなったか,neutral (0.786),0.786,中立 (0.226),0.226
1373,欧州4大リーグに復帰はないだろうからアメリカか母国ポルトガルの2択だろうけど消去法でメッシ契約みたいな形でアメリカに行くしか超高年俸のロナウドが満足できる選択肢はなさそう,neutral (0.704),0.704,強く反対 (0.233),0.233
